<frozen importlib._bootstrap>:491: RuntimeWarning: Your system is avx2 capable but pygame was not built with support for it. The performance of some of your blits could be adversely affected. Consider enabling compile time detection with environment variables like PYGAME_DETECT_AVX2=1 if you are compiling without cross compilation.
/home/masasa23/projects/personal/oink-oink/oink/network.py:72: UserWarning: Sparse invariant checks are implicitly disabled. Memory errors (e.g. SEGFAULT) will occur when operating on a sparse tensor which violates the invariants, but checks incur performance overhead. To silence this warning, explicitly opt in or out. See `torch.sparse.check_sparse_tensor_invariants.__doc__` for guidance.  (Triggered internally at /__w/pytorch/pytorch/aten/src/ATen/Context.cpp:848.)
  weight = torch.sparse_coo_tensor(self.indices, self.values, self.shape)
Using cpu device
---------------------------------
| rollout/           |          |
|    clip_fraction        | 0.139       |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.575      |
|    explained_variance   | 0.675       |
|    learning_rate        | 0.0003      |
|    loss                 | -0.0194     |
|    n_updates            | 1120        |
|    policy_gradient_loss | -0.00818    |
|    value_loss           | 0.0077      |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 455          |
|    ep_rew_mean          | 26.9         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 114          |
|    time_elapsed         | 25694        |
|    total_timesteps      | 58368        |
| train/                  |              |
|    approx_kl            | 0.0034499264 |
|    clip_fraction        | 0.0311       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.544       |
|    explained_variance   | 0.797        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0209      |
|    n_updates            | 1130         |
|    policy_gradient_loss | -0.00618     |
|    value_loss           | 0.0371       |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 458        |
|    ep_rew_mean          | 27.2       |
| time/                   |            |
|    fps                  | 2          |
|    iterations           | 115        |
|    time_elapsed         | 25779      |
|    total_timesteps      | 58880      |
| train/                  |            |
|    approx_kl            | 0.01006932 |
|    clip_fraction        | 0.12       |
|    clip_range           | 0.2        |
|    entropy_loss         | -0.555     |
|    explained_variance   | -0.412     |
|    learning_rate        | 0.0003     |
|    loss                 | 0.199      |
|    n_updates            | 1140       |
|    policy_gradient_loss | 0.0156     |
|    value_loss           | 3.15       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 459          |
|    ep_rew_mean          | 27.4         |
| time/                   |              |
|    fps                  | 2            |
|    iterations           | 116          |
|    time_elapsed         | 25862        |
|    total_timesteps      | 59392        |
| train/                  |              |
|    approx_kl            | 0.0063219923 |
|    clip_fraction        | 0.0488       |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.581       |
|    explained_variance   | 0.293        |
|    learning_rate        | 0.0003       |
|    loss                 | -0.0365      |
|    n_updates            | 1150         |
|    policy_gradient_loss | -0.00758     |
|    value_loss           | 0.0385       |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 459         |
|    ep_rew_mean          | 27.4        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 117         |
|    time_elapsed         | 25946       |
|    total_timesteps      | 59904       |
| train/                  |             |
|    approx_kl            | 0.009374712 |
|    clip_fraction        | 0.0402      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.602      |
|    explained_variance   | 0.537       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.00481     |
|    n_updates            | 1160        |
|    policy_gradient_loss | -0.00437    |
|    value_loss           | 0.107       |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 459         |
|    ep_rew_mean          | 27.4        |
| time/                   |             |
|    fps                  | 2           |
|    iterations           | 118         |
|    time_elapsed         | 26031       |
|    total_timesteps      | 60416       |
| train/                  |             |
|    approx_kl            | 0.022980224 |
|    clip_fraction        | 0.0902      |
|    clip_range           | 0.2         |
|    entropy_loss         | -0.665      |
